input,label
"I am a 39-year-old female with a height of 166 cm and a weight of 81 kg. My primary goal is endurance, and I aim to reach a target weight of 90 kg. I am a beginner at the gym. ",user_profile
Had vegetable curry with basmati rice for dinner.,store_log
"I am a 33-year-old female with a height of 180 cm and a weight of 80 kg. My primary goal is health maintenance, and I aim to reach a target weight of 56 kg. I am a beginner at the gym. ",user_profile
"I am a 42-year-old female with a height of 172 cm and a weight of 67 kg. My primary goal is health maintenance, and I aim to reach a target weight of 45 kg. I am a beginner at the gym. ",user_profile
"I am a 45-year-old male with a height of 198 cm and a weight of 60 kg. My primary goal is muscle gain, and I aim to reach a target weight of 65 kg. I am a intermediate at the gym. ",user_profile
"What are some practical tips for improving and maintaining good posture, especially if I have a desk job?",ask_advice
Walked the dog for 40 minutes after lunch.,store_log
"I am a 23-year-old male with a height of 199 cm and a weight of 57 kg. My primary goal is muscle gain, and I aim to reach a target weight of 62 kg. I am a intermediate at the gym. ",user_profile
Walked the dog for 40 minutes after work.,store_log
Had greek yogurt with honey and granola for breakfast.,store_log
Had baked tofu with brown rice and stir-fried vegetables for dinner.,store_log
"I am a 36-year-old female with a height of 160 cm and a weight of 80 kg. My primary goal is weight loss, and I aim to reach a target weight of 75 kg. I am a advanced at the gym. ",user_profile
Had scrambled eggs with toast and black coffee for breakfast.,store_log
Went for a 5k run this morning.,store_log
"I am a 25-year-old female with a height of 199 cm and a weight of 51 kg. My primary goal is health maintenance, and I aim to reach a target weight of 67 kg. I am a advanced at the gym. ",user_profile
"I am a 53-year-old male with a height of 164 cm and a weight of 89 kg. My primary goal is weight loss, and I aim to reach a target weight of 84 kg. I am a advanced at the gym. ",user_profile
Went for a 5k run before breakfast.,store_log
"I am a 31-year-old male with a height of 169 cm and a weight of 57 kg. My primary goal is muscle gain, and I aim to reach a target weight of 62 kg. I am a beginner at the gym. ",user_profile
Swam 20 laps at the gym after work.,store_log
"I am a 38-year-old male with a height of 184 cm and a weight of 56 kg. My primary goal is muscle gain, and I aim to reach a target weight of 61 kg. I am a intermediate at the gym. ",user_profile
"I am a 21-year-old female with a height of 187 cm and a weight of 90 kg. My primary goal is endurance, and I aim to reach a target weight of 82 kg. I am a advanced at the gym. ",user_profile
Did a 45-minute strength training session this morning.,store_log
Took a 30-minute yoga class before bed.,store_log
Had avocado toast with a poached egg for breakfast.,store_log
"I am a 45-year-old female with a height of 179 cm and a weight of 75 kg. My primary goal is endurance, and I aim to reach a target weight of 45 kg. I am a advanced at the gym. ",user_profile
Had a banana and a handful of almonds for snack.,store_log
"I am a 46-year-old female with a height of 165 cm and a weight of 83 kg. My primary goal is health maintenance, and I aim to reach a target weight of 82 kg. I am a beginner at the gym. ",user_profile
"I am a 30-year-old female with a height of 153 cm and a weight of 91 kg. My primary goal is endurance, and I aim to reach a target weight of 58 kg. I am a beginner at the gym. ",user_profile
Swam 20 laps at the gym before dinner.,store_log
How can I optimize my nutrition to support muscle recovery and growth after workouts?,ask_advice
"I am a 39-year-old female with a height of 153 cm and a weight of 71 kg. My primary goal is health maintenance, and I aim to reach a target weight of 83 kg. I am a beginner at the gym. ",user_profile
"I am a 51-year-old male with a height of 172 cm and a weight of 50 kg. My primary goal is weight loss, and I aim to reach a target weight of 45 kg. I am a advanced at the gym. ",user_profile
"I am a 36-year-old male with a height of 192 cm and a weight of 67 kg. My primary goal is muscle gain, and I aim to reach a target weight of 72 kg. I am a intermediate at the gym. ",user_profile
"I am a 39-year-old female with a height of 153 cm and a weight of 71 kg. My primary goal is health maintenance, and I aim to reach a target weight of 83 kg. I am a beginner at the gym. ",user_profile
Did a 45-minute strength training session before bed.,store_log
Had lentil soup with a whole wheat roll for lunch.,store_log
"I am a 42-year-old female with a height of 155 cm and a weight of 76 kg. My primary goal is weight loss, and I aim to reach a target weight of 71 kg. I am a beginner at the gym. ",user_profile
Swam 20 laps at the gym right after waking up.,store_log
Had carrot sticks with hummus for snack.,store_log
"I am a 60-year-old female with a height of 173 cm and a weight of 95 kg. My primary goal is endurance, and I aim to reach a target weight of 76 kg. I am a beginner at the gym. ",user_profile
Had mixed nuts and dried cranberries for snack.,store_log
Had greek yogurt with honey and granola for breakfast.,store_log
"I am a 54-year-old male with a height of 196 cm and a weight of 91 kg. My primary goal is weight loss, and I aim to reach a target weight of 86 kg. I am a beginner at the gym. ",user_profile
What are some strategies for maintaining a healthy weight without resorting to fad diets or restrictive eating?,ask_advice
"I am a 27-year-old female with a height of 161 cm and a weight of 65 kg. My primary goal is endurance, and I aim to reach a target weight of 52 kg. I am a advanced at the gym. ",user_profile
Walked the dog for 40 minutes right after waking up.,store_log
Took a 30-minute yoga class in the afternoon.,store_log
"I am a 31-year-old female with a height of 191 cm and a weight of 100 kg. My primary goal is health maintenance, and I aim to reach a target weight of 85 kg. I am a advanced at the gym. ",user_profile
Had salmon with roasted sweet potatoes and green beans for dinner.,store_log
Took a 30-minute yoga class before dinner.,store_log
"I am a 57-year-old male with a height of 169 cm and a weight of 84 kg. My primary goal is weight loss, and I aim to reach a target weight of 79 kg. I am a advanced at the gym. ",user_profile
Had a quinoa bowl with roasted vegetables for lunch.,store_log
Had apple slices with peanut butter for snack.,store_log
Had spaghetti with marinara sauce and a side salad for dinner.,store_log
"I am a 21-year-old female with a height of 177 cm and a weight of 52 kg. My primary goal is endurance, and I aim to reach a target weight of 95 kg. I am a intermediate at the gym. ",user_profile
Had a banana and a handful of almonds for snack.,store_log
"I am a 31-year-old male with a height of 169 cm and a weight of 57 kg. My primary goal is muscle gain, and I aim to reach a target weight of 62 kg. I am a beginner at the gym. ",user_profile
"I am a 30-year-old female with a height of 153 cm and a weight of 91 kg. My primary goal is endurance, and I aim to reach a target weight of 58 kg. I am a beginner at the gym. ",user_profile
Had greek yogurt with honey and granola for breakfast.,store_log
"I am a 19-year-old female with a height of 172 cm and a weight of 89 kg. My primary goal is health maintenance, and I aim to reach a target weight of 77 kg. I am a beginner at the gym. ",user_profile
"I am a 42-year-old female with a height of 172 cm and a weight of 67 kg. My primary goal is health maintenance, and I aim to reach a target weight of 45 kg. I am a beginner at the gym. ",user_profile
"I am a 45-year-old male with a height of 200 cm and a weight of 59 kg. My primary goal is weight loss, and I aim to reach a target weight of 54 kg. I am a intermediate at the gym. ",user_profile
Had a chicken wrap and a side of fruit for lunch.,store_log
"I am a 20-year-old female with a height of 199 cm and a weight of 76 kg. My primary goal is endurance, and I aim to reach a target weight of 69 kg. I am a intermediate at the gym. ",user_profile
Took a 30-minute yoga class in the afternoon.,store_log
Cycled 12 miles after work after lunch.,store_log
"What are some strategies for managing and reducing the risk of chronic diseases, such as diabetes or hypertension?",ask_advice
Had baked tofu with brown rice and stir-fried vegetables for dinner.,store_log
Had sushi and a miso soup for lunch.,store_log
Did a 20-minute hiit workout before bed.,store_log
How can I overcome a fitness plateau and continue making progress?,ask_advice
"I am a 58-year-old female with a height of 164 cm and a weight of 97 kg. My primary goal is muscle gain, and I aim to reach a target weight of 102 kg. I am a advanced at the gym. ",user_profile
"I am a 51-year-old female with a height of 175 cm and a weight of 97 kg. My primary goal is weight loss, and I aim to reach a target weight of 92 kg. I am a intermediate at the gym. ",user_profile
"I am a 42-year-old male with a height of 161 cm and a weight of 61 kg. My primary goal is endurance, and I aim to reach a target weight of 77 kg. I am a advanced at the gym. ",user_profile
"I am a 34-year-old female with a height of 169 cm and a weight of 72 kg. My primary goal is weight loss, and I aim to reach a target weight of 67 kg. I am a advanced at the gym. ",user_profile
